Discipline,Gender,Event,phase,type,order,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,ENG phase Description,FRA phase Description,KOR phase Description,Old DDGEEEP
FSK,X,PAIRS-------------,----,8,,Pair Skating,Patinage en couple,페어 스케이팅,Pair Skating,Patinage en couple,페어 스케이팅,,,,FSX0200
FSK,X,TEAM--------------,FNL-,3,1,Team Event,Épreuve par équipes,팀이벤트,Team Event,Épreuve par équipes,팀이벤트,,,,FSX4001
FSK,X,TEAM--------------,DRAW,7,D,Team Event Draw,"Épreuve par équipes, tirage au sort",팀이벤트 추첨,Team Event Draw,"Épreuve par équipes, tirage au sort",팀이벤트 추첨,Draw,Tirage au sort,추첨,FSX400E
FSK,X,TEAM--------------,QUAL,3,8,Team Event Qualification,"Épreuve par équipes, qualifications",팀이벤트 예선,Team Event Qualification,"Épreuve par équipes, qualifications",팀이벤트 예선,Qualification,Qualifications,예선,
FSK,X,TEAM--------------,VICT,6,V,Team Event Victory Ceremony,"Épreuve par équipes, cérémonie vainq.",팀이벤트 메달 시상식,Team Event Victory Ceremony,"Épreuve par équipes, cérémonie des vainqueurs",팀이벤트 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FSX400M
FSK,X,TEAM--------------,----,8,,Team Event,Épreuve par équipes,팀이벤트,Team Event,Épreuve par équipes,팀이벤트,,,,FSX4000
GEN,-,------------------,----,8,,General,Général,일반,General,Général,일반,,,,GL00000
IHO,-,------------------,DRAW,7,D,Ice Hockey Draw,"Hockey sur glace, tirage au sort",아이스하키 추첨,Ice Hockey Draw,"Hockey sur glace, tirage au sort",아이스하키 추첨,Draw,Tirage au sort,추첨,IH0000E
IHO,-,------------------,MEET,9,M,"Ice Hockey, Team Captain Meeting","Hockey sur glace, réunion chefs d'équipe","아이스하키, 팀대표자회의","Ice Hockey, Team Captain Meeting","Hockey sur glace, réunion des chefs d'équipe","아이스하키, 팀대표자회의",Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,IH0000T
IHO,-,------------------,----,8,,Ice Hockey,Hockey sur glace,아이스하키,Ice Hockey,Hockey sur glace,아이스하키,,,,IH00000
IHO,M,------------------,MEET,9,M,Men's Team Captain Meeting,Réunion des chefs d'équipe hommes,남자 아이스하키,Men's Team Captain Meeting,Réunion des chefs d'équipe hommes,남자 아이스하키,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,IHM000T
IHO,M,------------------,----,8,,Men's Ice Hockey,Hockey sur glace hommes,남자 아이스하키,Men's Ice Hockey,Hockey sur glace hommes,남자 아이스하키,,,,IHM0000
IHO,M,TEAM6-------------,FNL-,3,1,Men's Play-offs Finals,Phases finales hommes,남자 결승전,Men's Play-offs Finals,Phases finales hommes,남자 결승전,Play-offs Finals,Finale,결승전,IHM4001
IHO,M,TEAM6-------------,SFNL,3,2,Men's Play-offs Semifinals,"Phases finales hommes, demi-finales",남자 준결승전,Men's Play-offs Semifinals,"Phases finales hommes, demi-finales",남자 준결승전,Play-offs Semifinals,Demi-finales,준결승전,IHM4002
IHO,M,TEAM6-------------,QFNL,3,3,Men's Play-offs Quarterfinals,"Phases finales hommes, quarts de finale",남자 8강전,Men's Play-offs Quarterfinals,"Phases finales hommes, quarts de finale",남자 8강전,Play-offs Quarterfinals,Quarts de finale,8강전,IHM4003
IHO,M,TEAM6-------------,8FNL,3,4,Men's Play-offs Qualification,"Phases finales hommes, qualifications",남자 플레이오프,Men's Play-offs Qualification,"Phases finales hommes, qualifications",남자 플레이오프,Play-offs Qualification,Qualifications - Play-offs,플레이오프,IHM4004
IHO,M,TEAM6-------------,GPA-,3,8,Men's Preliminary Round - Group A,Tour préliminaire hommes - Groupe A,남자 조별 예선 - A 조,Men's Preliminary Round - Group A,Tour préliminaire hommes - Groupe A,남자 조별 예선 - A 조,Preliminary Round - Group A,"Tour préliminaire, groupe A",조별 예선 - A 조,IHM400A
IHO,M,TEAM6-------------,GPB-,3,8,Men's Preliminary Round - Group B,Tour préliminaire hommes - Groupe B,남자 조별 예선 - B 조,Men's Preliminary Round - Group B,Tour préliminaire hommes - Groupe B,남자 조별 예선 - B 조,Preliminary Round - Group B,"Tour préliminaire, groupe B",조별 예선 - B 조,IHM400B
IHO,M,TEAM6-------------,GPC-,3,8,Men's Preliminary Round - Group C,Tour préliminaire hommes - Groupe C,남자 조별 예선 - C 조,Men's Preliminary Round - Group C,Tour préliminaire hommes - Groupe C,남자 조별 예선 - C 조,Preliminary Round - Group C,"Tour préliminaire, groupe C",조별 예선 - C 조,IHM400C
IHO,M,TEAM6-------------,PREL,3,8,Men's Preliminary Round,Tour préliminaire hommes,남자 조별 예선,Men's Preliminary Round,Tour préliminaire hommes,남자 조별 예선,Preliminary Round,Tour préliminaire,조별 예선,IHM4009
IHO,M,TEAM6-------------,VICT,6,V,Men's Victory Ceremony,"Cérémonie des vainqueurs, hommes",남자 메달 시상식,Men's Victory Ceremony,"cérémonie des vainqueurs, hommes",남자 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,IHM400M
IHO,M,TEAM6-------------,----,8,,Men,Hommes,남자,Men,Hommes,남자,,,,IHM4000
IHO,M,TEAM6-------------,TEAM,8,,Men's Teams,Équipes hommes,남자 팀,Men's Teams,Équipes hommes,남자 팀,Teams,Équipes,팀,
IHO,W,------------------,MEET,9,M,Women's Team Captain Meeting,Réunion des chefs d'équipe femmes,여자 아이스하키,Women's Team Captain Meeting,Réunion des chefs d'équipe femmes,여자 아이스하키,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,IHW000T
IHO,W,------------------,----,8,,Women's Ice Hockey,Hockey sur glace femmes,여자 아이스하키,Women's Ice Hockey,Hockey sur glace femmes,여자 아이스하키,,,,IHW0000
IHO,W,TEAM6-------------,FNL-,3,1,Women's Play-offs Finals,Phases finales femmes,여자 결승전,Women's Play-offs Finals,Phases finales femmes,여자 결승전,Play-offs Finals,Finale,결승전,IHW4001
IHO,W,TEAM6-------------,SF5-,3,2,Women's Classifications (5-8),Match de classement femmes (5-8),여자 순위 결정전 (5-8),Women's Classifications (5-8),Match de classement femmes (5-8),여자 순위 결정전 (5-8),Classifications (5-8),Match de classement (5-8),순위 결정전 (5-8),
IHO,W,TEAM6-------------,SFNL,3,2,Women's Play-offs Semifinals,"Phases finales femmes, demi-finales",여자 준결승전,Women's Play-offs Semifinals,"Phases finales femmes, demi-finales",여자 준결승전,Play-offs Semifinals,Demi-finales,준결승전,IHW4002
IHO,W,TEAM6-------------,QFNL,3,3,Women's Play-offs Quarterfinals,"Phases finales femmes, quarts de finale",여자 4강진출전,Women's Play-offs Quarterfinals,"Phases finales femmes, quarts de finale",여자 4강진출전,Play-offs Quarterfinals,Quarts de finale,4강진출전,IHW4003
IHO,W,TEAM6-------------,GPA-,3,8,Women's Preliminary Round - Group A,Tour préliminaire femmes - Groupe A,여자 조별 예선 - A 조,Women's Preliminary Round - Group A,Tour préliminaire femmes - Groupe A,여자 조별 예선 - A 조,Preliminary Round - Group A,"Tour préliminaire, groupe A",조별 예선 - A 조,IHW400A
IHO,W,TEAM6-------------,GPB-,3,8,Women's Preliminary Round - Group B,Tour préliminaire femmes - Groupe B,여자 조별 예선 - B 조,Women's Preliminary Round - Group B,Tour préliminaire femmes - Groupe B,여자 조별 예선 - B 조,Preliminary Round - Group B,"Tour préliminaire, groupe B",조별 예선 - B 조,IHW400B
IHO,W,TEAM6-------------,PREL,3,8,Women's Preliminary Round,Tour préliminaire femmes,여자 조별 예선,Women's Preliminary Round,Tour préliminaire femmes,여자 조별 예선,Preliminary Round,Tour préliminaire,조별 예선,IHW4009
IHO,W,TEAM6-------------,VICT,6,V,Women's Victory Ceremony,"Cérémonie des vainqueurs, femmes",여자 메달 시상식,Women's Victory Ceremony,"cérémonie des vainqueurs, femmes",여자 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,IHW400M
IHO,W,TEAM6-------------,----,8,,Women,Femmes,여자,Women,Femmes,여자,,,,IHW4000
IHO,W,TEAM6-------------,TEAM,8,,Women's Teams,Équipes femmes,여자 팀,Women's Teams,Équipes femmes,여자 팀,Teams,Équipes,팀,
IOC,-,MEETINGS----------,----,8,,IOC Meetings,Réunions du CIO,IOC 회의,IOC Meetings,réunions du CIO,IOC 회의,,,,IA0MET0
LUG,-,------------------,DRAW,7,D,Luge Draw,"Luge, tirage au sort",루지 추첨,Luge Draw,"Luge, tirage au sort",루지 추첨,Draw,Tirage au sort,추첨,LG0000E
LUG,-,------------------,MEET,4,M,"Luge, Team Captain Meeting","Luge, réunion chefs d'équipe",루지 대표자회의,"Luge, Team Captain Meeting","Luge, réunion des chefs d'équipe",루지 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,LG0000T
LUG,-,------------------,----,8,,Luge,Luge,루지,Luge,Luge,루지,,,,LG00000
LUG,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
LUG,M,SINGLES-----------,FNL-,3,1,Men's Singles,Simple hommes,남자 싱글,Men's Singles,Simple hommes,남자 싱글,,,,LGM0101
LUG,M,SINGLES-----------,DRAW,7,D,Men's Singles Draw,"Simple hommes, tirage au sort",남자 싱글 추첨,Men's Singles Draw,"Simple hommes, tirage au sort",남자 싱글 추첨,Draw,Tirage au sort,추첨,LGM010E
LUG,M,SINGLES-----------,MEET,4,M,Men's Singles Team Captain Meeting,"Simple hommes, réunion chefs d'équipe",남자 싱글 대표자회의,Men's Singles Team Captain Meeting,"Simple hommes, réunion des chefs d'équipe",남자 싱글 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,LGM010T
LUG,M,SINGLES-----------,TRNO,1,T,Men's Singles Training,"Simple hommes, entraînement",남자 싱글 훈련,Men's Singles Training,"Simple hommes, entraînement",남자 싱글 훈련,Training,Entraînement,훈련,LGM010O
LUG,M,SINGLES-----------,VICT,6,V,Men's Singles Victory Ceremony,"Simple hommes, cérémonie des vainqueurs",남자 싱글 메달 시상식,Men's Singles Victory Ceremony,"Simple hommes, cérémonie des vainqueurs",남자 싱글 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,LGM010M
LUG,M,SINGLES-----------,----,8,,Men's Singles,Simple hommes,남자 싱글,Men's Singles,Simple hommes,남자 싱글,,,,LGM0100
LUG,O,DOUBLES-----------,FNL-,3,1,Doubles,Double,더블,Doubles,Double,더블,,,,LGX0201
LUG,O,DOUBLES-----------,DRAW,7,D,Doubles Draw,"Double, tirage au sort",더블 추첨,Doubles Draw,"Double, tirage au sort",더블 추첨,Draw,Tirage au sort,추첨,LGX020E
LUG,O,DOUBLES-----------,MEET,4,M,Doubles Team Captain Meeting,"Double, réunion chefs d'équipe",더블 대표자회의,Doubles Team Captain Meeting,"Double, réunion des chefs d'équipe",더블 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,LGX020T
LUG,O,DOUBLES-----------,TRNO,1,T,Doubles Training,"Double, entraînement",더블 훈련,Doubles Training,"Double, entraînement",더블 훈련,Training,Entraînement,훈련,LGX020O
LUG,O,DOUBLES-----------,VICT,6,V,Doubles Victory Ceremony,"Double, cérémonie des vainqueurs",더블 메달 시상식,Doubles Victory Ceremony,"Double, cérémonie des vainqueurs",더블 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,LGX020M
LUG,O,DOUBLES-----------,----,8,,Doubles,Double,더블,Doubles,Double,더블,,,,LGX0200
LUG,W,SINGLES-----------,FNL-,3,1,Women's Singles,Simple femmes,여자 싱글,Women's Singles,Simple femmes,여자 싱글,,,,LGW0101
LUG,W,SINGLES-----------,DRAW,7,D,Women's Singles Draw,"Simple femmes, tirage au sort",여자 싱글 추첨,Women's Singles Draw,"Simple femmes, tirage au sort",여자 싱글 추첨,Draw,Tirage au sort,추첨,LGW010E
LUG,W,SINGLES-----------,MEET,4,M,Women's Singles Team Captain Meeting,"Simple femmes, réunion chefs d'équipe",여자 싱글 대표자회의,Women's Singles Team Captain Meeting,"Simple femmes, réunion des chefs d'équipe",여자 싱글 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,LGW010T
LUG,W,SINGLES-----------,TRNO,1,T,Women's Singles Training,"Simple femmes, entraînement",여자 싱글 훈련,Women's Singles Training,"Simple femmes, entraînement",여자 싱글 훈련,Training,Entraînement,훈련,LGW010O
LUG,W,SINGLES-----------,VICT,6,V,Women's Singles Victory Ceremony,"Simple femmes, cérémonie des vainqueurs",여자 싱글 메달 시상식,Women's Singles Victory Ceremony,"Simple femmes, cérémonie des vainqueurs",여자 싱글 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,LGW010M
LUG,W,SINGLES-----------,----,8,,Women's Singles,Simple femmes,여자 싱글,Women's Singles,Simple femmes,여자 싱글,,,,LGW0100
LUG,X,RELAY4------------,FNL-,3,1,Team Relay ,Relais par équipes,팀 계주,Team Relay ,Relais par équipes,팀 계주,,,,LGX4001
LUG,X,RELAY4------------,MEET,4,M,Team Relay Team Captain Meeting,"Relais par équipes, réun. chefs d'équipe",팀 계주 대표자회의,Team Relay Team Captain Meeting,"Relais par équipes, réunion des chefs d'équipe",팀 계주 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,LGX400T
LUG,X,RELAY4------------,TRNO,1,T,Team Relay Training ,"Relais par équipes, entraînement",팀 계주 훈련,Team Relay Training ,"Relais par équipes, entraînement",팀 계주 훈련,Training,Entraînement,훈련,LGX400O
LUG,X,RELAY4------------,VICT,6,V,Team Relay Victory Ceremony,"Relais par équipes, cérémonie vainqueurs",팀 계주 메달 시상식,Team Relay Victory Ceremony,"Relais par équipes, cérémonie des vainqueurs",팀 계주 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,LGX400M
LUG,X,RELAY4------------,----,8,,Team Relay ,Relais par équipes,팀 계주,Team Relay ,Relais par équipes,팀 계주,,,,LGX4000
NCB,-,------------------,DRAW,7,D,Nordic Combined Draw,"Combiné nordique, tirage au sort",노르딕 복합 추첨,Nordic Combined Draw,"Combiné nordique, tirage au sort",노르딕 복합 추첨,Draw,Tirage au sort,추첨,NC0000E
NCB,-,------------------,MEET,9,M,"Nordic Combined, Team Captain Meeting","Combiné nordique, réunion chefs d'équipe",노르딕 복합 대표자회의,"Nordic Combined, Team Captain Meeting","Combiné nordique, réunion des chefs d'équipe",노르딕 복합 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,NC0000T
NCB,-,------------------,----,8,,Nordic Combined,Combiné nordique,노르딕 복합,Nordic Combined,Combiné nordique,노르딕 복합,,,,NC00000
NCB,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
NCB,M,------------------,----,8,,Nordic Combined,Combiné nordique,노르딕 복합,Nordic Combined,Combiné nordique,노르딕 복합,,,,NCM0000
NCB,M,LH10KM------------,FNL-,3,1,Individ. Gundersen LH/10km,Grand tremplin individuel/10 km,라지힐 개인 10km,Individual Gundersen LH/10km,Grand tremplin individuel/10 km,라지힐 개인 10km,,,,NCM690A
NCB,M,LH10KM------------,TRNO,1,T,"Individ. Gundersen LH/10km, Training","GT ind./10 km, entraînement officiel",라지힐 개인 10km 연습,"Individual Gundersen LH/10km, Official Training","Grand tremplin individuel/10 km, entraînement officiel",라지힐 개인 10km 연습,Official Training,Entraînement officiel,공식연습,NCM690O
NCB,M,LH10KM------------,VICT,6,V,Ind. Gund. LH/10km Vict. Ceremony,"GT ind./10 km, cérémonie des vainqueurs",라지힐 개인 10km 메달 시상식,Individual Gundersen LH/10km Victory Ceremony,"Grand tremplin individuel/10 km, cérémonie des vainqueurs",라지힐 개인 10km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,NCM690M
NCB,M,LH10KM------------,----,8,,Individ. Gundersen LH/10km,Grand tremplin individuel/10 km,라지힐 개인 10km,Individual Gundersen LH/10km,Grand tremplin individuel/10 km,라지힐 개인 10km,,,,NCM6900
NCB,M,LH4X5KM-----------,FNL-,3,1,Team Gundersen LH/4x5km,Grand tremplin par équipes 4x5 km,라지힐 팀 4 x 5km,Team Gundersen LH/4x5km,Grand tremplin par équipes 4x5 km,라지힐 팀 4 x 5km,,,,NCM490A
NCB,M,LH4X5KM-----------,TRNO,1,T,"Team Gundersen LH/4x5km, Training","GT par équipes 4x5 km, entr. officiel",라지힐 팀 4 x 5km 연습,"Team Gundersen LH/4x5km, Training","Grand tremplin par équipes 4x5 km, entraînement officiel",라지힐 팀 4 x 5km 연습,Official Training,Entraînement officiel,공식연습,
NCB,M,LH4X5KM-----------,VICT,6,V,Team Gund. LH/4x5km Vict. Ceremony,"GT par équipes 4x5 km, cérémonie vainq.",라지힐 팀 4 x 5km 메달 시상식,Team Gundersen LH/4x5km Victory Ceremony,"Grand tremplin par équipes 4x5 km, cérémonie des vainqueurs",라지힐 팀 4 x 5km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,NCM490M
NCB,M,LH4X5KM-----------,----,8,,Team Gundersen LH/4x5km,Grand tremplin par équipes 4x5 km,라지힐 팀 4 x 5km,Team Gundersen LH/4x5km,Grand tremplin par équipes 4x5 km,라지힐 팀 4 x 5km,,,,NCM4900
NCB,M,NH10KM------------,FNL-,3,1,Individ. Gundersen NH/10km,Tremplin normal individuel/10 km,라지힐 개인 10km,Individual Gundersen NH/10km,Tremplin normal individuel/10 km,라지힐 개인 10km,,,,NCM070A
NCB,M,NH10KM------------,TRNO,1,T,"Individ. Gundersen NH/10km, Training","TN ind./10 km, entraînement officiel",라지힐 개인 10km 연습,"Individual Gundersen NH/10km, Official Training","Tremplin normal individuel/10 km, entraînement officiel",라지힐 개인 10km 공식 연습,Official Training,Entraînement officiel,공식연습,NCM070O
NCB,M,NH10KM------------,VICT,6,V,"Ind. Gund. NH/10km, Victory Ceremony","TN ind./10 km, cérémonie des vainqueurs",라지힐 개인 10km 메달 시상식,Individual Gundersen NH/10km Victory Ceremony,"Tremplin normal individuel/10 km, cérémonie des vainqueurs",라지힐 개인 10km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,NCM070M
NCB,M,NH10KM------------,----,8,,Individ. Gundersen NH/10km,Tremplin normal individuel/10 km,라지힐 개인 10km,Individual Gundersen NH/10km,Tremplin normal individuel/10 km,라지힐 개인 10km,,,,NCM0700
NEV,-,------------------,----,8,,Nordic Events,Épreuves nordiques,노르딕 경기,Nordic Events,Épreuves nordiques,노르딕 경기,,,,NE00000
OLV,-,ELECTION----------,----,8,,IOC Athletes' Commission Election,Élection commission des athlètes du CIO,IOC 선수 위원회 선거,IOC Athletes' Commission Election,Élection de la commission des athlètes du CIO,IOC 선수 위원회 선거,,,,OV0IOC0
OLV,-,ENTERTAN----------,----,8,,Entertainment Program,Programme des divertissements,엔터테이먼트 프로그램,Entertainment Program,Programme des divertissements,엔터테이먼트 프로그램,,,,OV0ENP0
OLV,-,FAITH-------------,----,8,,Interfaith Centre,Centre multiconfessionnel,종교 센터,Interfaith Centre,Centre multiconfessionnel,종교 센터,,,,OV0IFC0
OLV,-,WELCOME-----------,----,8,,Team Welcome Ceremonies,Cérémonies d'accueil des équipes,팀 웰컴 세레모니,Team Welcome Ceremonies,Cérémonies d'accueil des équipes,팀 웰컴 세레모니,,,,OV0TEA0
PCO,-,ALP---------------,----,5,,Alpine Skiing Press Conferences,Conférence de presse du ski alpin,알파인 스키 기자회견,Alpine Skiing Press Conferences,Conférence de presse du ski alpin,알파인 스키 기자회견,,,,PC0AS00
PCO,-,BOB---------------,----,5,,Bobsleigh Press Conferences,Conférence de presse du bobsleigh,봅슬레이 기자회견,Bobsleigh Press Conferences,Conférence de presse du bobsleigh,봅슬레이 기자회견,,,,PC0BS00
PCO,-,BTH---------------,----,5,,Biathlon Press Conferences,Conférence de presse du biathlon,바이애슬론 기자회견,Biathlon Press Conferences,Conférence de presse du biathlon,바이애슬론 기자회견,,,,PC0BT00
PCO,-,CCS---------------,----,5,,Cross-Country Press Conferences,Conférence de presse du ski de fond,크로스컨트리 기자회견,Cross-Country Skiing Press Conferences,Conférence de presse du ski de fond,크로스컨트리 기자회견,,,,PC0CC00
PCO,-,CUR---------------,----,5,,Curling Press Conferences,Conférence de presse du curling,컬링 기자회견,Curling Press Conferences,Conférence de presse du curling,컬링 기자회견,,,,PC0CU00
PCO,-,FRS---------------,----,5,,Freestyle Skiing Press Conferences,Conférence de presse du ski acrobatique,프리스타일 스키 기자회견,Freestyle Skiing Press Conferences,Conférence de presse du ski acrobatique,프리스타일 스키 기자회견,,,,PC0FR00
PCO,-,FSK---------------,----,5,,Figure Skating Press Conferences,Conférence de presse patinage artistique,피겨 스케이팅 기자회견,Figure Skating Press Conferences,Conférence de presse du patinage artistique,피겨 스케이팅 기자회견,,,,PC0FS00
PCO,-,GEN---------------,----,5,,General Press Conferences,Conférence de presse générale,일반 기자회견,General Press Conferences,Conférence de presse générale,일반 기자회견,,,,PC0GEN0
PCO,-,IHO---------------,----,5,,Ice Hockey Press Conferences,Conférence de presse du hockey sur glace,아이스 하키 기자회견,Ice Hockey Press Conferences,Conférence de presse du hockey sur glace,아이스 하키 기자회견,,,,PC0IH00
PCO,-,IOC---------------,----,5,,IOC Press Conferences,Conférence de presse du CIO,IOC 기자회견,IOC Press Conferences,Conférence de presse du CIO,IOC 기자회견,,,,PC0IOC0
PCO,-,LOC---------------,----,5,,OCOG Press Conferences,Conférence de presse du COJO,OCOG 기자회견,OCOG Press Conferences,Conférence de presse du COJO,OCOG 기자회견,,,,PC0LOC0
PCO,-,LUG---------------,----,5,,Luge Press Conferences,Conférence de presse de la luge,루지 기자회견,Luge Press Conferences,Conférence de presse de la luge,루지 기자회견,,,,PC0LG00
PCO,-,NCB---------------,----,5,,Nordic Combined Press Conferences,Conf. de presse du combiné nordique,노르딕 복합 기자회견,Nordic Combined Press Conferences,Conférence de presse du combiné nordique,노르딕 복합 기자회견,,,,PC0NC00
PCO,-,SBD---------------,----,5,,Snowboard Press Conferences,Conférence de presse du snowboard,스노보드 기자회견,Snowboard Press Conferences,Conférence de presse du snowboard,스노보드 기자회견,,,,PC0SB00
PCO,-,SJP---------------,----,5,,Ski Jumping Press Conferences,Conférence de presse du saut à ski,스키점프 기자회견,Ski Jumping Press Conferences,Conférence de presse du saut à ski,스키점프 기자회견,,,,PC0SJ00
PCO,-,SKN---------------,----,5,,Skeleton Press Conferences,Conférence de presse du skeleton,스켈레톤 기자회견,Skeleton Press Conferences,Conférence de presse du skeleton,스켈레톤 기자회견,,,,PC0SN00
PCO,-,SSK---------------,----,5,,Speed Skating Press Conferences,Conf. de presse du patinage de vitesse,스피드 스케이팅 기자회견,Speed Skating Press Conferences,Conférence de presse du patinage de vitesse,스피드 스케이팅 기자회견,,,,PC0SS00
PCO,-,STK---------------,----,5,,Short Track Press Conferences,Conférence de presse du short-track,쇼트트랙 기자회견,Short Track Speed Skating Press Conferences,Conférence de presse du short-track,쇼트트랙 기자회견,,,,PC0ST00
SBD,-,------------------,DRAW,7,D,Snowboard Draw,"Snowboard, tirage au sort",스노보드 추첨,Snowboard Draw,"Snowboard, tirage au sort",스노보드 추첨,Draw,Tirage au sort,추첨,SB0000E
SBD,-,------------------,MEET,9,M,"Snowboard, Team Captain Meeting","Snowboard, réunion des chefs d'équipe",스노보드 대표자회의,"Snowboard, Team Captain Meeting","Snowboard, réunion des chefs d'équipe",스노보드 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,SB0000T
SBD,-,------------------,----,8,,Snowboard,Snowboard,스노보드,Snowboard,Snowboard,스노보드,,,,SB00000
SBD,-,BA----------------,DRAW,7,D,Big Air Draw,"Big Air, tirage au sort",남자 빅에어 추첨,Big Air Draw,"Big Air, tirage au sort",남자 빅에어 추첨,Draw,Tirage au sort,추첨,
SBD,-,BA----------------,MEET,9,M,"Big Air, Team Captains Meeting","Big Air, réunion des chefs d'équipe",남자 빅에어 대표자회의,"Big Air, Team Captains Meeting","Big Air, réunion des chefs d'équipe",남자 빅에어 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,
SBD,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
SBD,-,HP----------------,DRAW,7,D,Halfpipe Draw,"Halfpipe, tirage au sort",하프파이프 추첨,Halfpipe Draw,"Halfpipe, tirage au sort",하프파이프 추첨,Draw,Tirage au sort,추첨,SB0060E
SBD,-,HP----------------,MEET,9,M,"Halfpipe, Team Captains Meeting","Halfpipe, réunion des chefs d'équipe",하프파이프 대표자회의,"Halfpipe, Team Captains Meeting","Halfpipe, réunion des chefs d'équipe",하프파이프 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,SB0060T
SBD,-,PGS---------------,DRAW,7,D,Parallel Giant Slalom Draw,"Slalom géant parallèle, tirage au sort",평행대회전 추첨,Parallel Giant Slalom Draw,"Slalom géant parallèle, tirage au sort",평행대회전 추첨,Draw,Tirage au sort,추첨,SB0230E
SBD,-,PGS---------------,MEET,9,M,"Parallel Giant Slalom, TCM","SGP, réunion chefs d'équipe",평행대회전 대표자회의,"Parallel Giant Slalom, Team Captains Meeting","Slalom géant parallèle, réunion des chefs d'équipe",평행대회전 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,SB0230T
SBD,-,SBX---------------,DRAW,7,D,Snowboard Cross Draw,"Snowboard cross, tirage au sort",스노보드 크로스 추첨,Snowboard Cross Draw,"Snowboard cross, tirage au sort",스노보드 크로스 추첨,Draw,Tirage au sort,추첨,SB0490E
SBD,-,SBX---------------,MEET,9,M,"Snowboard Cross, TCM","Snowboard cross, réunion chefs d'équipe",스노보드 크로스 대표자회의,"Snowboard Cross, Team Captains Meeting","Snowboard cross, réunion des chefs d'équipe",스노보드 크로스 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,SB0490T
SBD,-,SS----------------,DRAW,7,D,Slopestyle Draw,"Slopestyle, tirage au sort",슬로프스타일 추첨,Slopestyle Draw,"Slopestyle, tirage au sort",슬로프스타일 추첨,Draw,Tirage au sort,추첨,SB0070E
SBD,-,SS----------------,MEET,9,M,"Slopestyle, Team Captains Meeting","Slopestyle, réunion des chefs d'équipe",슬로프스타일 대표자회의,"Slopestyle, Team Captains Meeting","Slopestyle, réunion des chefs d'équipe",슬로프스타일 대표자회의,Team Captains Meeting,Réunion des chefs d'équipe,대표자회의,SB0070T
SBD,M,------------------,----,8,,Men's Snowboard,Snowboard hommes,스노보드 남자,Men's Snowboard,Snowboard hommes,스노보드 남자,,,,SBM0000
SBD,M,BA----------------,FNL-,3,1,Men's Big Air Final,"Big Air hommes, finale",남자 빅에어 결승,Men's Big Air Final,"Big Air hommes, finale",남자 빅에어 결승,Final,Finale,결승,
SBD,M,BA----------------,QUAL,3,8,Men's Big Air Qualification,"Big Air hommes, qualifications",남자 빅에어 예선,Men's Big Air Qualification,"Big Air hommes, qualifications",남자 빅에어 예선,Qualification,Qualifications,예선,
SBD,M,BA----------------,DRAW,7,D,Men's Big Air Draw,"Big Air hommes, tirage au sort",남자 빅에어 추첨,Men's Big Air Draw,"Big Air hommes, tirage au sort",남자 빅에어 추첨,Draw,Tirage au sort,추첨,
SBD,M,BA----------------,MEET,9,M,"Men's Big Air, TCM","Big Air hommes, réunion chefs d'équipe",남자 빅에어 대표자회의,"Men's Big Air, Team Captain Meeting","Big Air hommes, réunion des chefs d'équipe",남자 빅에어 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,
