Discipline,Gender,Event,phase,type,order,ENG Description,KOR Description,ENG longdescription,KOR longdescription,ENG phase Description,KOR phase Description,Old DDGEEEP
SBD,M,SBX-----10010-----,----,8,,Men's Snowboard Cross SB-LL1 ,KOR,Men's Snowboard Cross SB-LL1 ,KOR,,,
SBD,M,SBX-----10010-----,DRAW,7,D,"Men's Snowboard Cross SB-LL1, Draw",KOR,"Men's Snowboard Cross SB-LL1, Draw",KOR,,,
SBD,M,SBX-----10010-----,FNL-,3,1,"Men's Snowboard Cross SB-LL1, Final",KOR,"Men's Snowboard Cross SB-LL1, Final",KOR,,,
SBD,M,SBX-----10010-----,QUAL,3,8,"Men's Snowboard Cross SB-LL1, Qual",KOR,"Men's Snowboard Cross SB-LL1, Qualification",KOR,,,
SBD,M,SBX-----10010-----,VICT,6,V,"Men's Snowboard Cross SB-LL1, Vict. Cer.",KOR,"Men's Snowboard Cross SB-LL1, Victory Ceremony",KOR,,,
SBD,M,SBX-----20010-----,----,8,,Men's Snowboard Cross SB-LL2 ,KOR,Men's Snowboard Cross SB-LL2 ,KOR,,,
SBD,M,SBX-----20010-----,DRAW,7,D,"Men's Snowboard Cross SB-LL2, Draw",KOR,"Men's Snowboard Cross SB-LL2, Draw",KOR,,,
SBD,M,SBX-----20010-----,FNL-,3,1,"Men's Snowboard Cross SB-LL2, Final",KOR,"Men's Snowboard Cross SB-LL2, Final",KOR,,,
SBD,M,SBX-----20010-----,FNL-,3,8,"Men's Snowboard Cross SB-LL2, Qual",KOR,"Men's Snowboard Cross SB-LL2, Qualification",KOR,,,
SBD,M,SBX-----20010-----,VICT,6,V,"Men's Snowboard Cross SB-LL2, Vict. Cer.",KOR,"Men's Snowboard Cross SB-LL2, Victory Ceremony",KOR,,,
SBD,W,------------------,----,8,,Women's Snowboard,KOR,Women's Snowboard,KOR,,,
SBD,W,BSL---------------,----,8,,Women's Banked Slalom ,KOR,Women's Banked Slalom ,KOR,,,
SBD,W,BSL---------------,TRNO,1,T,"Women's Banked Slalom, Training",KOR,"Women's Banked Slalom, Training",KOR,,,
SBD,W,BSL-----01010-----,----,8,,Women's Banked Slalom SB-UL ,KOR,Women's Banked Slalom SB-UL ,KOR,,,
SBD,W,BSL-----01010-----,DRAW,7,D,"Women's Banked Slalom SB-UL, Draw",KOR,"Women's Banked Slalom SB-UL, Draw",KOR,,,
SBD,W,BSL-----01010-----,FNL-,3,1,Women's Banked Slalom SB-UL ,KOR,Women's Banked Slalom SB-UL ,KOR,,,
SBD,W,BSL-----01010-----,VICT,6,V,"Women's Banked Slalom SB-UL, Vict. Cer.",KOR,"Women's Banked Slalom SB-UL, Victory Ceremony",KOR,,,
SBD,W,BSL-----10010-----,----,8,,Women's Banked Slalom SB-LL1 ,KOR,Women's Banked Slalom SB-LL1 ,KOR,,,
SBD,W,BSL-----10010-----,DRAW,7,D,"Women's Banked Slalom SB-LL1, Draw",KOR,"Women's Banked Slalom SB-LL1, Draw",KOR,,,
SBD,W,BSL-----10010-----,FNL-,3,1,Women's Banked Slalom SB-LL1 ,KOR,Women's Banked Slalom SB-LL1 ,KOR,,,
SBD,W,BSL-----10010-----,VICT,6,V,"Women's Banked Slalom SB-LL1, Vict. Cer.",KOR,"Women's Banked Slalom SB-LL1, Victory Ceremony",KOR,,,
SBD,W,BSL-----20010-----,----,8,,Women's Banked Slalom SB-LL2 ,KOR,Women's Banked Slalom SB-LL2 ,KOR,,,
SBD,W,BSL-----20010-----,DRAW,7,D,"Women's Banked Slalom SB-LL2, Draw",KOR,"Women's Banked Slalom SB-LL2, Draw",KOR,,,
SBD,W,BSL-----20010-----,FNL-,3,1,Women's Banked Slalom SB-LL2 ,KOR,Women's Banked Slalom SB-LL2 ,KOR,,,
SBD,W,BSL-----20010-----,VICT,6,V,"Women's Banked Slalom SB-LL2, Vict. Cer.",KOR,"Women's Banked Slalom SB-LL2, Victory Ceremony",KOR,,,
SBD,W,SBX---------------,----,8,,Women's Snowboard Cross,KOR,Women's Snowboard Cross,KOR,,,ASW0900
SBD,W,SBX---------------,TRNO,1,T,Women's Snowboard Cross Training,KOR,Women's Snowboard Cross Training,KOR,Training,KOR,ASM190O
SBD,W,SBX-----01010-----,----,8,,Women's Snowboard Cross SB-UL ,KOR,Women's Snowboard Cross SB-UL ,KOR,,,
SBD,W,SBX-----01010-----,DRAW,7,D,"Women's Snowboard Cross SB-UL, Draw",KOR,"Women's Snowboard Cross SB-UL, Draw",KOR,,,
SBD,W,SBX-----01010-----,FNL-,3,1,"Women's Snowboard Cross SB-UL, Final",KOR,"Women's Snowboard Cross SB-UL, Final",KOR,,,
SBD,W,SBX-----01010-----,QUAL,3,8,"Women's Snowboard Cross SB-UL, Qual",KOR,"Women's Snowboard Cross SB-UL, Qualification",KOR,,,
SBD,W,SBX-----01010-----,VICT,6,V,"Women's Snowboard Cross SB-UL, Vict. Cer.",KOR,"Women's Snowboard Cross SB-UL, Victory Ceremony",KOR,,,
SBD,W,SBX-----10010-----,----,8,,Women's Snowboard Cross SB-LL1 ,KOR,Women's Snowboard Cross SB-LL1 ,KOR,,,
SBD,W,SBX-----10010-----,DRAW,7,D,"Women's Snowboard Cross SB-LL1, Draw",KOR,"Women's Snowboard Cross SB-LL1, Draw",KOR,,,
SBD,W,SBX-----10010-----,FNL-,3,1,"Women's Snowboard Cross SB-LL1, Final",KOR,"Women's Snowboard Cross SB-LL1, Final",KOR,,,
SBD,W,SBX-----10010-----,QUAL,3,8,"Women's Snowboard Cross SB-LL1, Qual",KOR,"Women's Snowboard Cross SB-LL1, Qual",KOR,,,
SBD,W,SBX-----10010-----,VICT,6,V,"Women's Snowboard Cross SB-LL1, Vict. Cer.",KOR,"Women's Snowboard Cross SB-LL1, Victory Ceremony",KOR,,,
SBD,W,SBX-----20010-----,----,8,,Women's Snowboard Cross SB-LL2 ,KOR,Women's Snowboard Cross SB-LL2 ,KOR,,,
SBD,W,SBX-----20010-----,DRAW,7,D,"Women's Snowboard Cross SB-LL2, Draw",KOR,"Women's Snowboard Cross SB-LL2, Draw",KOR,,,
SBD,W,SBX-----20010-----,FNL-,3,1,"Women's Snowboard Cross SB-LL2, Final",KOR,"Women's Snowboard Cross SB-LL2, Final",KOR,,,
SBD,W,SBX-----20010-----,QUAL,3,8,"Women's Snowboard Cross SB-LL2, Qual",KOR,"Women's Snowboard Cross SB-LL2, Qualification",KOR,,,
SBD,W,SBX-----20010-----,VICT,6,V,"Women's Snowboard Cross SB-LL2, Vict. Cer.",KOR,"Women's Snowboard Cross SB-LL2, Victory Ceremony",KOR,,,
TRU,-,ALP---------------,----,2,,Alpine Skiing Training,KOR,Alpine Skiing Training,KOR,,,UT0AST0
TRU,-,BTH---------------,----,2,,Biathlon Training,KOR,Biathlon Training,KOR,,,UT0BTT0
TRU,-,CCS---------------,----,2,,Cross-Country Skiing Training,KOR,Cross-Country Skiing Training,KOR,,,UT0CCT0
TRU,-,ISH---------------,----,2,,Ice Sledge Hockey Training,KOR,Ice Sledge Hockey Training,KOR,,,UT0IHT0
TRU,-,SBD---------------,----,2,,Snowboard Training,KOR,Snowboard Training,KOR,,,
TRU,-,WCU---------------,----,2,,Wheelchair Curling Training,KOR,Wheelchair Curling Training,KOR,,,UT0CUT0
WCU,-,------------------,----,8,,Wheelchair Curling,KOR,Wheelchair Curling,KOR,,,CU00000
WCU,-,------------------,MEET,9,M,"Wheelchair Curling, Team Meeting",KOR,"Wheelchair Curling, Team Meeting",KOR,Team Meeting,KOR,CU0000T
WCU,-,------------------,SESS,3,9,"Mixed, Sessions",KOR,"Mixed, Sessions",KOR,Sessions,KOR,CUX400Z
WCU,X,TEAM4---00000-----,----,8,,Mixed,KOR,Mixed,KOR,,,CUX4000
WCU,X,TEAM4---00000-----,FNL-,3,1,"Mixed, Finals",KOR,"Mixed, Finals",KOR,Finals,KOR,CUX4001
WCU,X,TEAM4---00000-----,PREL,3,8,"Mixed, Round Robin",KOR,"Mixed, Round Robin",KOR,Round Robin,KOR,CUX4009
WCU,X,TEAM4---00000-----,SFNL,3,2,"Mixed, Semifinals",KOR,"Mixed, Semifinals",KOR,Semifinals,KOR,CUX4002
WCU,X,TEAM4---00000-----,TB--,3,5,Mixed Tie-breaker,KOR,Mixed Tie-breaker,KOR,Tie-Breaker,KOR,
WCU,X,TEAM4---00000-----,TBIF,3,5,Mixed Tie-breaker (if needed),KOR,Mixed Tie-breaker (if needed),KOR,Tie-Breaker,KOR,
WCU,X,TEAM4---00000-----,VICT,6,V,"Mixed, Victory Ceremony",KOR,"Mixed, Victory Ceremony",KOR,Victory Ceremony,KOR,CUX400M
