No.,"Common Codes
Version",CCN,Code set nr,Code Set,Code Set Owner,Date Raised,Status ,Description,Next steps
,v5.8,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-10-03T00:00:00+00:00,Closed,"Added Good morning/night messages for: AR, AT, BX, CR, DV, FB, GR, GT, HB, HO, JU, SA, SY, TE, TK, TT, WL, WP and WR to synchronize TCC25 with TCC08",Complete--change has been implemented
,v5.8,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-03T00:00:00+00:00,Closed,"Added Good morning/night messages for: AR, AT, BX, CR, DV, FB, GR, GT, HB, HO, JU, SA, SY, TE, TK, TT, WL, WP and WR to synchronize TCC10 with TCC08 and TCC25",Complete--change has been implemented
,v5.8,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-03T00:00:00+00:00,Closed,"Modified schedule and infoSchedule for Discipline=CB,  Phase=2 and eventunit =00",Complete--change has been implemented
,v5.8,INC0112911,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-03T00:00:00+00:00,Closed,"Modified for Discipline=TE and Eventunits=33, 34, 35, 36, 37, 38, 39, 40 and 41, scheduleFilter12, scheduleFilter21 and scheduleFilter22 to null",Complete--change has been implemented
,v5.8,BME,TCC32,Record Type - Olympic,Jam Mulcare,2011-10-04T00:00:00+00:00,Closed,"Added new type records for AT: EWJR, WJB, EWJB",Complete--change has been implemented
,v5.8,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-10-05T00:00:00+00:00,Closed,"Added Venue Conditions messages for: AQC, AWP, BBA, BMX, COV, EAR, ES1, ETD, EXL, GRP, HAD, HAM, HAP, HBA, HGP, HOC, HYD, LCG, LVC, MIL, MLL, OLD, RAB, SJP, STA, VEL, WAP, WEA, WEM, WIM, RLN, REE, RSE and RSW",Complete--change has been implemented
,v5.8,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-10-05T00:00:00+00:00,Closed,"Added Venue Conditions messages for: AQC, AWP, BBA, BMX, COV, EAR, ES1, ETD, EXL, GRP, HAD, HAM, HAP, HBA, HGP, HOC, HYD, LCG, LVC, MIL, MLL, OLD, RAB, SJP, STA, VEL, WAP, WEA, WEM, WIM, RLN, REE, RSE and RSW  to synchronize TCC25 with TCC08",Complete--change has been implemented
,v5.8,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-05T00:00:00+00:00,Closed,"Added Venue Conditions messages for: AQC, AWP, BBA, BMX, COV, EAR, ES1, ETD, EXL, GRP, HAD, HAM, HAP, HBA, HGP, HOC, HYD, LCG, LVC, MIL, MLL, OLD, RAB, SJP, STA, VEL, WAP, WEA, WEM, WIM, RLN, REE, RSE and RSW  to synchronize TCC10 with TCC08 and TCC25",Complete--change has been implemented
,v5.8,IDK,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-05T00:00:00+00:00,Closed,Added Bronze and Gold medals Finals for all Individual Pursuits and the Mixed Team Sprint in CT.,Complete--change has been implemented
,v5.8,INC0107654,OCC031,Event Classes - Paralympic,ATOS,2011-10-05T00:00:00+00:00,Closed,"Deleted some classes for SA and added MD, TPA and TPB",Complete--change has been implemented
,v5.9,,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-07T00:00:00+00:00,Closed,Modified descriptions for SH W 101 9 50 and SH X 105 9 50,Complete--change has been implemented
,v5.9,INC0100995,TCC17,Horse Breed,James Savage,2011-10-10T00:00:00+00:00,Closed,Added new breeds: UN and NL,Complete--change has been implemented
,v5.9,INC0107654,TCC39,Sport Class - Paralympic,James Savage,2011-10-10T00:00:00+00:00,Closed,"Added new classes for SA: SAMD, SATPA and SATPB",Complete--change has been implemented
,v5.9,CR005466 ,TCC25,Phase - Olympic,Jam Mulcare,2011-10-10T00:00:00+00:00,Closed,Modified descriptions for WR: “Women's Wrestling” to “Women’s Freestyle”.,Complete--change has been implemented
,v5.9,CR005466 ,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-10T00:00:00+00:00,Closed,"Modified descriptions for WR: “Women's Wrestling” to “Women’s Freestyle”, to synchronize TCC10 with TCC08 and TCC25",Complete--change has been implemented
,v5.9,,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,"Modified RO: change phase for Repechages, from 9 to 8.
Modified RO: change eventunits code for Repechages Re-Row, from 65 to 60",Complete--change has been implemented
,v5.9,INC0109165,TCC09,Event - Paralympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,"Modified TT: replacing descriptions ""Individual"" with ""Singles"" and ""/"" with ""-""",Complete--change has been implemented
,v5.9,INC0109165,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,"Modified TT: replacing descriptions ""Individual"" with ""Singles"" and ""/"" with ""-"" to synchronize with TCC09",Complete--change has been implemented
,v5.9,INC0109165,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,"Modified TT: replacing descriptions ""Individual"" with ""Singles"" and ""/"" with ""-"" to synchronize with TCC09 and TCC26",Complete--change has been implemented
,v5.9,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,Modified Good morning/night messages: replacing content with the venue,Complete--change has been implemented
,v5.9,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,Modified Good morning/night messages: replacing content with the venue to synchronize TCC25 with TCC08,Complete--change has been implemented
,v5.9,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,Modified Good morning/night messages: replacing content with the venue to synchronize TCC10 with TCC08 and TCC25,Complete--change has been implemented
,v5.9,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,Modified Venue Conditions messages: replacing content with the venue,Complete--change has been implemented
,v5.9,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,Modified Venue Conditions messages: replacing content with the venue to synchronize TCC25 with TCC08,Complete--change has been implemented
,v5.9,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-12T00:00:00+00:00,Closed,Modified Venue Conditions messages: replacing content with the venue to synchronize TCC10 with TCC08 and TCC25,Complete--change has been implemented
,v5.9,INC0116791,TCC25,Phase - Olympic,Jam Mulcare,2011-10-13T00:00:00+00:00,Closed,"Modified English descriptions and Competition Schedule Descripton for Discipline=MP, Event=001 and Phases=A,B,C and D",Complete--change has been implemented
,v5.9,INC0116791,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-13T00:00:00+00:00,Closed,"Modified English descriptions and Competition Schedule Descripton for Discipline=MP, Event=001 and Phases=A,B,C and D, to synchronize TCC10 with TCC25",Complete--change has been implemented
,v5.9,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-10-13T00:00:00+00:00,Closed,"Modified messages at Venue level: changing event code from EXL to ES2, EN2, ES1, EN1, ES3 and EN2 for the following disciplines BX, JU, TK, TT, WL, WR and GL respectively",Complete--change has been implemented
,v5.9,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-10-13T00:00:00+00:00,Closed,"Modified messages at Venue level: changing event code from EXL to ES2, EN2, ES1, EN1, ES3 and EN2 for the following disciplines BX, JU, TK, TT, WL, WR and GL respectively, to synchronize TCC25 with TCC08",Complete--change has been implemented
,v5.9,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-13T00:00:00+00:00,Closed,"Modified messages at Venue level: changing event code from EXL to ES2, EN2, ES1, EN1, ES3 and EN2 for the following disciplines BX, JU, TK, TT, WL, WR and GL respectively, to synchronize TCC10 with TCC08 and TCC25",Complete--change has been implemented
,v5.9,INC0117555,TCC25,Phase - Olympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,Added for TR draws for W and M: TR W/M 000 N 7 ,Complete--change has been implemented
,v5.9,INC0117555,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,"Added for TR draws for W and M: TR W/M 000 N 01, to synchronize TCC10 with TCC25",Complete--change has been implemented
,v5.9,BME,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,Modified EventunitType for FB and FT,Complete--change has been implemented
,v5.10,INC0117831,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,"Modified schedule, infoSchedule, cisSchedule, EventUnitType and medal flag for Discipline=CT, Phase=1 and EventUnit=00",Complete--change has been implemented
,v5.10,INC0117831,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,"Modified descriptions for Discipline=CT, Gender=M, Event=011, Phase=1 and EventUnit=01,02,11,12,21,22,31,32,41,42",Complete--change has been implemented
,v5.10,INC0117831,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,"Modified schedule, infoSchedule, cisSchedule, EventUnitType and medal flag for Discipline=CT, Event=026,041,027,028,029,030,052, Phase=1 and EventUnit=01,02",Complete--change has been implemented
,v5.10,INC0117831,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,"Added for Discipline=CT, Gender=X, Event=052, Phase=9 the ""Team Spring Qualification Heats""",Complete--change has been implemented
,v5.10,INC0117831,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,Modified medal flag for CT W 008 1 00,Complete--change has been implemented
,v5.10,INC0117831,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-18T00:00:00+00:00,Closed,"Modified descriptions and Competition Schedule Description for Discipline=CT, Gender=M,W Event=001,010,401,402, Phase=1,6 and some EventUnits. ",Complete--change has been implemented
,v5.10,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-19T00:00:00+00:00,Closed,"Added RO W 012 8 3, RO M 012 8 3, RO X 022 8 3 and RO X 043 8 3, to synchronize with TCC11",Complete--change has been implemented
,v5.10,INC0119519,TCC10,Event Unit - Olympic,Jam Mulcare,2011-10-20T00:00:00+00:00,Closed,"Set schedule=N for GRW001900, GRW001100, GRW400900 and GRW400100",Complete--change has been implemented
,v5.10,INC0109165,TCC09,Event - Paralympic,Jam Mulcare,2011-10-20T00:00:00+00:00,Closed,"Modified event codes for TT M 005 -> TT M 004, TT M 010 -> TT M 009, TT M 013 -> TT M 010, TT M 012 -> TT M 005, TT W 007 -> TT W 006 and TT W 012 -> TT W 007",Complete--change has been implemented
,v5.10,INC0109165,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-20T00:00:00+00:00,Closed,"Modified event codes for TT M 005 -> TT M 004, TT M 010 -> TT M 009, TT M 013 -> TT M 010, TT M 012 -> TT M 005, TT W 007 -> TT W 006 and TT W 012 -> TT W 007, to synchronize TCC26 with TCC09 ",Complete--change has been implemented
,v5.10,INC0109165,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-20T00:00:00+00:00,Closed,"Modified event codes for TT M 005 -> TT M 004, TT M 010 -> TT M 009, TT M 013 -> TT M 010, TT M 012 -> TT M 005, TT W 007 -> TT W 006 and TT W 012 -> TT W 007, to synchronize TCC11 with TCC26 and TCC09 ",Complete--change has been implemented
,v5.10,INC0109165,OCC031,Event Classes - Paralympic,ATOS,2011-10-20T00:00:00+00:00,Closed,"Modified event codes for TT M 005 -> TT M 004, TT M 010 -> TT M 009, TT M 013 -> TT M 010, TT M 012 -> TT M 005, TT W 007 -> TT W 006 and TT W 012 -> TT W 007, to synchronize OCC031 with TCC11, TCC26 and TCC09 ",Complete--change has been implemented
,v5.10,INC0109165,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-20T00:00:00+00:00,Closed,"Deleted in TT phases=A, B, C and D for teams",Complete--change has been implemented
,v5.10,INC0109165,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-20T00:00:00+00:00,Closed,"Deleted in TT phases=A, B, C and D for teams, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v5.10,IDS Initiated,TCC32,Record Type - Olympic,Jam Mulcare,2011-10-21T00:00:00+00:00,Closed,"Added, modified and deleted Record Types",Complete--change has been implemented
,v5.10,INC0119778,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-24T00:00:00+00:00,Closed,"Deleted for Discipline=WF, Event=041 the Phases 4,9,A,B,C,D .The competition starts at Quaterfinals for teams",Complete--change has been implemented
,v5.10,INC0119778,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-24T00:00:00+00:00,Closed,"Deleted for Discipline=WF, Event=041 the Phases 4,9,A,B,C,D .The competition starts at Quaterfinals for teams, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v5.10,IDS Initiated,TCC32,Record Type - Olympic,Jam Mulcare,2011-10-24T00:00:00+00:00,Closed,"Added PS, =PS, SB and =SB for AT.",Complete--change has been implemented
,v5.10,INC0120547,TCC32,Record Type - Olympic,Jam Mulcare,2011-10-24T00:00:00+00:00,Closed,Added some Record Type for MP,Complete--change has been implemented
,v5.10,INC0121030,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-25T00:00:00+00:00,Closed,"Modified descriptions for AT in the events  Discuss, Throw and Club ",Complete--change has been implemented
,v5.10,INC0121030,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-25T00:00:00+00:00,Closed,"Modified descriptions for AT in the events  Discuss, Throw and Club, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v5.10,INC0121030,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,Added for AT the mising Draws for all the events,Complete--change has been implemented
,v5.10,INC0121030,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,"Added for AT the mising Draws for all the events, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v5.10,INC0121513,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,Deleted for AT event=511 with description including 'T12',Complete--change has been implemented
,v5.10,INC0121513,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,Deleted for AT all the eventunit=02 for Phase=1,Complete--change has been implemented
,v5.10,INC0121513,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,"Modified descriptions for AT all the eventunit=01 and Phase=1, removing the letter 'A'",Complete--change has been implemented
,v5.10,INC0121608,TCC26,Phase - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,"Added AT mising Phases, to synchronize TCC26 with TCC09",Complete--change has been implemented
,v5.10,INC0121606,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,"Added AT mising eventUnits, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v5.10,INC0121086,TCC09,Event - Paralympic,Jam Mulcare,2011-10-26T00:00:00+00:00,Closed,Modified descriptions for WT,Complete--change has been implemented
,v6.1,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-11-02T00:00:00+00:00,Closed,Shorten descriptions to fit in the correct length,Complete--change has been implemented
,v6.1,INC0122850,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-03T00:00:00+00:00,Closed,Modified descriptions for BD 0 000 Z: remove the word 'Badminton',Complete--change has been implemented
,v6.1,INC0121956,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Modified English and French descriptions, and Competition Schedule Description, for AR 0 xxx Z xx, adding date.",Complete--change has been implemented
,v6.1,INC0122511,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Modified cisSchedule for SH W 204 9 eventunits=00, 01 and 02",Complete--change has been implemented
,v6.1,INC0122802,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,Modified English and French descriptions for BX 0 000 Z: remove the word 'Boxing',Complete--change has been implemented
,v6.1,INC0123053,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,Modified schedule and infoSchedule flags for AR W 470 9 01,Complete--change has been implemented
,v6.1,INC0123053,TCC26,Phase - Paralympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Added for AR ""Archery Team Captains Meeting"" ",Complete--change has been implemented
,v6.1,INC0123053,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Added for AR ""Archery Team Captains Meeting"", to synchronize TCC11 with TCC26",Complete--change has been implemented
,v6.1,INC0122879,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Modified schedule, cisSchedule and infoSchedule for lots of eventunits in CT",Complete--change has been implemented
,v6.1,INC0124675,TCC09,Event - Paralympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Modified descriptions for AT M 892, AT M 890 and AT M 895",Complete--change has been implemented
,v6.1,INC0124675,TCC26,Phase - Paralympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Modified descriptions for AT M 892, AT M 890 and AT M 895, to synchronize TCC26 with TCC09",Complete--change has been implemented
,v6.1,INC0124675,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-04T00:00:00+00:00,Closed,"Modified descriptions for AT M 892, AT M 890 and AT M 895, to synchronize TCC11 with TCC26 and TCC09",Complete--change has been implemented
,v6.1,INC0124675,TCC09,Event - Paralympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,Added new events AT W 660 and AT W 674,Complete--change has been implemented
,v6.1,INC0124675,TCC26,Phase - Paralympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,"Added new events AT W 660 and AT W 674 and their phases, to synchronize TCC26 with TCC09",Complete--change has been implemented
,v6.1,INC0124675,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,"Added new events AT W 660 and AT W 674 and their eventunits, to synchronize TCC11 with TCC26 and TCC09",Complete--change has been implemented
,v6.1,INC0124675,OCC031,Event Classes - Paralympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,Added new events AT W 660 and AT W 674 and their clasess related,Complete--change has been implemented
,v6.1,IDS Initiated,OCC005,Function - Olympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,Deleted the old 'ACCRED - LONDON' and added the new ones provided by Accreditation.,Complete--change has been implemented
,v6.1,BME,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,Modified schedule flag for CT X 052 1 01 and CT X 052 1 02,Complete--change has been implemented
,v6.1,James Savage,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-07T00:00:00+00:00,Closed,"Modified Competition Schedule Description for BX CT,FE,FB and WP",Complete--change has been implemented
,v6.1,IDS Initiated,OCC005,Function - Olympic,Jam Mulcare,2011-11-08T00:00:00+00:00,Closed,Added the functions ALT_JDG1 and ALT_JDG2 for SY,Complete--change has been implemented
,v6.1,INC0124869,TCC26,Phase - Paralympic,Jam Mulcare,2011-11-09T00:00:00+00:00,Closed,Modified descriptions for JU all events in phases 4 and 5,Complete--change has been implemented
,v6.1,INC0124869,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-09T00:00:00+00:00,Closed,"Modified descriptions for JU all events in phases 4 and 5, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v6.1,INC0124869,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-09T00:00:00+00:00,Closed,"Modified for JU EventUnitType=NONE and infoSchedule=N, for all the eventunits=50 ",Complete--change has been implemented
,v6.1,INC0124869,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-09T00:00:00+00:00,Closed,"Added for JU, all events and phase=3, eventunits=00,01,02,03,04",Complete--change has been implemented
,v6.1,INC0126113,OCC007,Location - Olympic,ATOS,2011-11-09T00:00:00+00:00,Closed,Added the location T21 for TE,Complete--change has been implemented
,v6.1,INC0126113,TCC13,Field of Play - Olympic,James Savage,2011-11-09T00:00:00+00:00,Closed,Asked IKM to add the location T21 for TE,Complete--change has been implemented
,v6.1,BME,TCC25,Phase - Olympic,Jam Mulcare,2011-11-10T00:00:00+00:00,Closed,"Modified descriptions for CF, CS, GA, HB, JU and TR, event=000 and phase=0",Complete--change has been implemented
,v6.1,BME,TCC25,Phase - Olympic,Jam Mulcare,2011-11-11T00:00:00+00:00,Closed,"Added for Discipline=BK, BV,CB, FB, HO,VO, gender=M, W and event=000, Phase=0",Complete--change has been implemented
,v6.1,BME,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-11T00:00:00+00:00,Closed,"Added for Discipline=BK, BV,CB, FB, HO,VO, gender=M, W and event=000, Phase=0, to synchronize TCC10 with TCC25",Complete--change has been implemented
,v6.1,BME,TCC08,Event - Olympic,Jam Mulcare,2011-11-11T00:00:00+00:00,Closed,"Added for Discipline=CB gender=M, W the event=000, to synchronize TCC08 with TCC10 and TCC25",Complete--change has been implemented
,v6.1,BME,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-11T00:00:00+00:00,Closed,"Empty fields scheduleFilter11, scheduleFilter12, scheduleFilter21 and scheduleFilter22 for all disciplines",Complete--change has been implemented
,v6.1,BME,OCC012,Schedule Filter Criteria - Olympic,ATOS,2011-11-11T00:00:00+00:00,Closed,Empty the table,Complete--change has been implemented
,v6.1,BME,OCC013,Schedule Filter Criteria Value  - Olympic,ATOS,2011-11-11T00:00:00+00:00,Closed,Empty the table,Complete--change has been implemented
,v6.1,BME,OCC014,Schedule Grouping Criteria  - Olympic,ATOS,2011-11-11T00:00:00+00:00,Closed,Empty the table,Complete--change has been implemented
,v6.2,INC0127260,OCC008,Location - Paralympic,ATOS,2011-11-14T00:00:00+00:00,Closed,Added the location W10 for WT,Complete--change has been implemented
,v6.2,INC0127260,TCC44,Field of Play - Paralympic,James Savage,2011-11-14T00:00:00+00:00,Closed,Asked IKM to add the location W10 for WT,Complete--change has been implemented
,v6.2,INC0128266,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-16T00:00:00+00:00,Closed,"Modified schedule and infoSchedule both to 'Y' for Discipline=AT, Phase=N and eventunit=00",Complete--change has been implemented
,v6.2,INC0128259,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-16T00:00:00+00:00,Closed,"Modified schedule and cisSchedule both to 'Y' for Discipline=AT, Phase=2,9 and eventunit=00",Complete--change has been implemented
,v6.2,INC0127998,OCC005,Function - Olympic,ATOS,2011-11-16T00:00:00+00:00,Closed,"Added new functions for WP: TWPC, GOAL_J, TO_J and SEC",Complete--change has been implemented
,v6.2,INC0127997,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-16T00:00:00+00:00,Closed,Aligned descriptions for WP M/W 400 A/B,Complete--change has been implemented
,v6.3,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-11-17T00:00:00+00:00,Closed,Deleted all AT Records,Complete--change has been implemented
,v6.3,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-11-17T00:00:00+00:00,Closed,Add all new AT Records,Complete--change has been implemented
,v6.3,INC0128574,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-21T00:00:00+00:00,Closed,Modified schedule and cis Schedule for SW M 021/041 2 00 and SW W 031/041 2 00,Complete--change has been implemented
,v6.3,INC0128574,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-21T00:00:00+00:00,Closed,Modified medalflag SW W 031 2 00,Complete--change has been implemented
,v6.3,INC0128999,TCC31,Record - Paralympic,Jam Mulcare,2011-11-21T00:00:00+00:00,Closed,"Deleted ARM0710002, ARM0720002, ARM0730002 and ARM0740002 for both, men and women",Complete--change has been implemented
,v6.3,INC0128999,TCC30,Record - Olympic,Jam Mulcare,2011-11-21T00:00:00+00:00,Closed,"Deleted ARM0700002 for both, men and women.",Complete--change has been implemented
,v6.3,INC0108946,TCC09,Event - Paralympic,Jam Mulcare,2011-11-22T00:00:00+00:00,Closed,"Modified descriptions for CT, to synchronize with TCC11",Complete--change has been implemented
,v6.3,INC0108946,TCC26,Phase - Paralympic,Jam Mulcare,2011-11-22T00:00:00+00:00,Closed,"Modified descriptions for CT, to synchronize with TCC11 and TCC09",Complete--change has been implemented
,v6.3,INC0130054,TCC30,Record - Olympic,Jam Mulcare,2011-11-22T00:00:00+00:00,Closed,Added and deleted Records for CT,Complete--change has been implemented
,v6.3,INC0130308,TCC31,Record - Paralympic,Jam Mulcare,2011-11-22T00:00:00+00:00,Closed,"Added and deleted Records for CT. Some of them are created with an extra character, since there are events with more than one record",Complete--change has been implemented
,v6.3,INC0129309,TCC09,Event - Paralympic,Jam Mulcare,2011-11-23T00:00:00+00:00,Closed,"Added venue-level RSC codes for AR, AT, BO, CR, CT, EQ, FB, FT, GB, JU, PO, RO, SA, SH, SW, TT, VS, WB, WF, WR and WT",Complete--change has been implemented
,v6.3,INC0129309,TCC26,Phase - Paralympic,Jam Mulcare,2011-11-23T00:00:00+00:00,Closed,"Added venue-level RSC codes for AR, AT, BO, CR, CT, EQ, FB, FT, GB, JU, PO, RO, SA, SH, SW, TT, VS, WB, WF, WR and WT to synchronize TCC26 with TCC09",Complete--change has been implemented
,v6.3,INC0129309,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-23T00:00:00+00:00,Closed,"Added venue-level RSC codes for AR, AT, BO, CR, CT, EQ, FB, FT, GB, JU, PO, RO, SA, SH, SW, TT, VS, WB, WF, WR and WT to synchronize TCC11with TCC09 and TCC26",Complete--change has been implemented
,v6.3,INC0129748,TCC30,Record - Olympic,Jam Mulcare,2011-11-23T00:00:00+00:00,Closed,Deleted all SA Records,Complete--change has been implemented
,v6.3,INC0129748,TCC32,Record Type - Olympic,Jam Mulcare,2011-11-23T00:00:00+00:00,Closed,Deleted the SA Record Type,Complete--change has been implemented
,v6.3,INC0128982,OCC017,Weather Condition,ATOS,2011-11-23T00:00:00+00:00,Closed,Deleted all the codes and added the new ones provided by MET,Complete--change has been implemented
,v6.3,INC0129718,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-23T00:00:00+00:00,Closed,"Removed Game numbers from all preliminary, Quarter-final and Semi-final matches in BK, for English, French and Competition Schedule descriptons",Complete--change has been implemented
,v6.3,INC0130290,OCC006,Function - Paralympic,ATOS,2011-11-23T00:00:00+00:00,Closed,Added new function for WR: EM,Complete--change has been implemented
,v6.3,BME,OCC007,Location - Olympic,ATOS,2011-11-23T00:00:00+00:00,Closed,Added new field 'locationorder',Complete--change has been implemented
,v6.3,BME,OCC008,Location - Paralympic,ATOS,2011-11-23T00:00:00+00:00,Closed,Added new field 'locationorder',Complete--change has been implemented
,v6.3,IKM,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-24T00:00:00+00:00,Closed,Modified Competition Schedule Description for WR,Complete--change has been implemented
,v6.3,INC0130819,TCC31,Record - Paralympic,Jam Mulcare,2011-11-25T00:00:00+00:00,Closed,Deleted all SW Records,Complete--change has been implemented
,v6.3,INC0130819,TCC31,Record - Paralympic,Jam Mulcare,2011-11-25T00:00:00+00:00,Closed,Add all new SW Records,Complete--change has been implemented
,v6.3,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-11-25T00:00:00+00:00,Closed,Added new phase for testing BD 0 000 U 3,Complete--change has been implemented
,v6.3,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-25T00:00:00+00:00,Closed,"Added new event units for BD 0 000 U from 01 to 21, to synchronize with TCC25",Complete--change has been implemented
,v7.1,INC0132699,OCC017,Weather Condition,ATOS,2011-11-29T00:00:00+00:00,Closed,Modified some descriptions,Complete--change has been implemented
